full_name,repo_id,forked_from,parent_id,hf_parent_id,depth,hf_depth,is_hard_fork,url,counter,percent_with_unique_commits_message,percent_with_unique_commits_sha,num_of_unique_commits_with_message,num_of_unique_commits_with_sha,num_of_commits
ubupl/openhab2-addons,131245257,49451619,30777963,NULL,2,NULL,0,https://api.github.com/repos/ubupl/openhab2-addons,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2709
dsoroka/openhab2-addons,132648833,92606318,30777963,92606318,2,1,1,https://api.github.com/repos/dsoroka/openhab2-addons,1,1.00,1.00,0,0,2712
LoungeFlyZ/openhab2-addons,135563657,30777963,30777963,NULL,1,NULL,0,https://api.github.com/repos/LoungeFlyZ/openhab2-addons,59,0.02,0.02,3724,3765,3765
Stouse49/goldcoin-wallet,40033250,33393957,33393957,NULL,1,NULL,0,https://api.github.com/repos/Stouse49/goldcoin-wallet,0,0.00,0.00,37,41,3336
EricSB/bitcoin-wallet,46847572,33393957,33393957,NULL,1,NULL,0,https://api.github.com/repos/EricSB/bitcoin-wallet,0,0.00,0.00,3,3,2748
furszy/IoP-wallet,47612927,47560924,33393957,NULL,2,NULL,0,https://api.github.com/repos/furszy/IoP-wallet,0,0.00,0.00,2,2,2625
CerebralMischief/bitcoin-wallet,58293504,33393957,33393957,NULL,1,NULL,0,https://api.github.com/repos/CerebralMischief/bitcoin-wallet,0,0.00,0.00,3,3,2748
faircoin/faircoin-android-wallet,60761874,33393957,33393957,60761874,1,0,1,https://api.github.com/repos/faircoin/faircoin-android-wallet,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2780
globaltoken/globaltoken-android-wallet,63539210,33393957,33393957,NULL,1,NULL,0,https://api.github.com/repos/globaltoken/globaltoken-android-wallet,0,0.00,0.00,13,13,2887
fiat-token/bitcoin-wallet,69387850,33393957,33393957,NULL,1,NULL,0,https://api.github.com/repos/fiat-token/bitcoin-wallet,0,0.00,0.00,190,217,3061
rude9/bitcoin-wallet,77935593,33393957,33393957,NULL,1,NULL,0,https://api.github.com/repos/rude9/bitcoin-wallet,2,0.50,0.50,2,2,2918
hannesa2/bitcoin-wallet,78346855,33393957,33393957,NULL,1,NULL,0,https://api.github.com/repos/hannesa2/bitcoin-wallet,2,0.08,0.07,24,25,3013
jsalatas/faircoin-android-wallet,96677259,60761874,33393957,60761874,2,1,1,https://api.github.com/repos/jsalatas/faircoin-android-wallet,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2780
ademar111190/bitcoin-wallet,130555555,33393957,33393957,NULL,1,NULL,0,https://api.github.com/repos/ademar111190/bitcoin-wallet,1,0.25,0.25,3,3,3330
khwang0/Line-chatbot-for-COMP3111,69864324,35118920,35118920,69864324,1,0,1,https://api.github.com/repos/khwang0/Line-chatbot-for-COMP3111,16,0.20,0.14,65,95,467
hliuav/Line-chatbot-for-COMP3111,74687432,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/hliuav/Line-chatbot-for-COMP3111,75,1.00,1.00,0,0,995
zysjimmy/Line-chatbot-for-COMP3111,74862217,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/zysjimmy/Line-chatbot-for-COMP3111,0,0.00,0.00,326,530,980
donfour/Line-chatbot-for-COMP3111,74997766,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/donfour/Line-chatbot-for-COMP3111,3,0.43,0.43,4,4,448
phoebustam/Line-chatbot-for-COMP3111,75024840,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/phoebustam/Line-chatbot-for-COMP3111,4,0.31,0.27,9,11,478
FUN3111/Line-chatbot-for-COMP3111,75084071,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/FUN3111/Line-chatbot-for-COMP3111,0,0.00,0.00,3,3,434
COMP3111-GP6/Line-chatbot-for-COMP3111,75092900,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/COMP3111-GP6/Line-chatbot-for-COMP3111,0,0.00,0.00,5,5,436
samuel314/Line-chatbot-for-COMP3111,75100639,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/samuel314/Line-chatbot-for-COMP3111,2,0.40,0.40,3,3,434
siusiukim/Line-chatbot-for-COMP3111,75103819,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/siusiukim/Line-chatbot-for-COMP3111,0,0.00,0.00,7,7,451
ympang/Line-chatbot-for-COMP3111-1,75141888,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/ympang/Line-chatbot-for-COMP3111-1,0,0.00,0.00,10,10,457
icekristy/Line-chatbot-for-COMP3111,75303573,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/icekristy/Line-chatbot-for-COMP3111,0,0.00,0.00,13,16,483
MaryyChan/Line-chatbot-for-COMP3111,75311613,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/MaryyChan/Line-chatbot-for-COMP3111,0,0.00,0.00,7,8,455
cyt9981/Line-chatbot-for-COMP3111,75322472,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/cyt9981/Line-chatbot-for-COMP3111,0,0.00,0.00,9,11,458
andymingc/Line-chatbot-for-COMP3111,75324312,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/andymingc/Line-chatbot-for-COMP3111,0,0.00,0.00,7,9,456
george2179/Line-chatbot-for-COMP3111,75329699,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/george2179/Line-chatbot-for-COMP3111,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,467
zengkuang/Line-chatbot-for-COMP3111,75339378,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/zengkuang/Line-chatbot-for-COMP3111,21,1.00,1.00,0,0,991
lchenbg/Line-chatbot-for-COMP3111,75359231,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/lchenbg/Line-chatbot-for-COMP3111,0,0.00,0.00,12,42,1038
ytjchan/Line-chatbot-for-COMP3111,75369132,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/ytjchan/Line-chatbot-for-COMP3111,0,0.00,0.00,11,11,442
prosticoco/Line-chatbot-for-COMP3111,75860323,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/prosticoco/Line-chatbot-for-COMP3111,7,0.50,0.50,7,7,443
COMP3111Group8/Line-chatbot-for-COMP3111,78085952,69864324,35118920,69864324,2,1,1,https://api.github.com/repos/COMP3111Group8/Line-chatbot-for-COMP3111,5,0.02,0.01,266,553,997
MoonAndTheMoon/line-bot-sdk-java,84846895,35118920,35118920,NULL,1,NULL,0,https://api.github.com/repos/MoonAndTheMoon/line-bot-sdk-java,0,0.00,0.00,4,12,431
maikotchakorn/line-bot-sdk-java,91371596,35118920,35118920,NULL,1,NULL,0,https://api.github.com/repos/maikotchakorn/line-bot-sdk-java,1,0.13,0.05,7,21,463
s20307/line-bot-sdk-java,92692393,35118920,35118920,NULL,1,NULL,0,https://api.github.com/repos/s20307/line-bot-sdk-java,0,0.00,0.00,20,23,457
iphayao/line-bot-sdk-java,106630023,35118920,35118920,NULL,1,NULL,0,https://api.github.com/repos/iphayao/line-bot-sdk-java,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,622
yohsuke/line-bot-sdk-java,117474308,35118920,35118920,NULL,1,NULL,0,https://api.github.com/repos/yohsuke/line-bot-sdk-java,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,622
ChienHsiangLee/line-bot-sdk-java,128718169,35118920,35118920,NULL,1,NULL,0,https://api.github.com/repos/ChienHsiangLee/line-bot-sdk-java,0,0.00,0.00,5,6,604
SantaGitHub/Thermos,55651655,35816410,35816410,NULL,1,NULL,0,https://api.github.com/repos/SantaGitHub/Thermos,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,837
deadsurgeon42/Thermos,61179232,35816410,35816410,NULL,1,NULL,0,https://api.github.com/repos/deadsurgeon42/Thermos,0,0.00,0.00,1,2,839
gcallant/Contigo,61274484,35816410,35816410,61274484,1,0,1,https://api.github.com/repos/gcallant/Contigo,0,0.00,0.00,39,70,907
Terminal-Access/Thermos,71947326,35816410,35816410,NULL,1,NULL,0,https://api.github.com/repos/Terminal-Access/Thermos,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,837
djoveryde/Thermos,73095962,35816410,35816410,NULL,1,NULL,0,https://api.github.com/repos/djoveryde/Thermos,0,0.00,0.00,46,92,929
CDAGaming/Thermos,73152585,73095962,35816410,NULL,2,NULL,0,https://api.github.com/repos/CDAGaming/Thermos,11,0.73,0.50,4,11,923
djoveryde/Contigo,73179298,72730446,35816410,NULL,2,NULL,0,https://api.github.com/repos/djoveryde/Contigo,0,0.00,0.00,46,92,929
Timardo/Thermos,93272335,35816410,35816410,NULL,1,NULL,0,https://api.github.com/repos/Timardo/Thermos,0,0.00,0.00,7,8,845
minahlee/zeppelin,38857331,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/minahlee/zeppelin,338,1.00,1.00,0,0,3147
prabhjyotsingh/zeppelin,38915691,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/prabhjyotsingh/zeppelin,533,1.00,1.00,0,0,4110
astroshim/zeppelin,39080085,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/astroshim/zeppelin,346,1.00,1.00,0,0,3531
optimizely/zeppelin,39876832,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/optimizely/zeppelin,7,0.78,0.78,2,2,2476
AhyoungRyu/zeppelin,40026872,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/AhyoungRyu/zeppelin,495,1.00,1.00,0,0,3214
conker84/zeppelin,40060262,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/conker84/zeppelin,12,1.00,1.00,0,0,4110
SWC-SENSE/zeppelin,40404124,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/SWC-SENSE/zeppelin,2,1.00,1.00,0,0,2742
superwood/zeppelin,40484329,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/superwood/zeppelin,0,0.00,0.00,3,3,3096
snowch/zeppelin,40670519,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/snowch/zeppelin,3,1.00,1.00,0,0,2686
gfalcone/zeppelin,40897934,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/gfalcone/zeppelin,6,1.00,1.00,0,0,3556
rconline/zeppelin,40900434,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/rconline/zeppelin,14,1.00,1.00,0,0,3383
sravan-s/zeppelin,41670811,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/sravan-s/zeppelin,11,1.00,1.00,0,0,3553
yorek/zeppelin,41872121,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/yorek/zeppelin,0,0.00,0.00,392,415,3394
zjffdu/zeppelin,42059924,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/zjffdu/zeppelin,504,1.00,1.00,0,0,4110
mfelgamal/zeppelin,42555925,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/mfelgamal/zeppelin,12,0.92,0.92,1,1,2602
kavinkumarks/zeppelin,42641769,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/kavinkumarks/zeppelin,18,1.00,1.00,0,0,2915
agoodm/zeppelin,43188882,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/agoodm/zeppelin,53,1.00,1.00,0,0,2928
swkimme/zeppelin,43617835,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/swkimme/zeppelin,2,1.00,1.00,0,0,3624
radicalbit/zeppelin,43755704,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/radicalbit/zeppelin,27,0.93,0.90,2,3,3411
quotecenter/zeppelin,43877132,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/quotecenter/zeppelin,1,0.50,0.50,1,1,2555
Peilin-Yang/zeppelin,44036023,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/Peilin-Yang/zeppelin,45,1.00,1.00,0,0,2808
1ambda/zeppelin,44084965,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/1ambda/zeppelin,801,1.00,1.00,0,0,3375
tae-jun/zeppelin,44469346,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/tae-jun/zeppelin,61,0.98,0.98,1,1,3501
IshmeetKaur/zeppelin,44479392,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/IshmeetKaur/zeppelin,14,0.50,0.48,14,15,2627
lmd1993/zeppelin,45019546,40930048,38843634,NULL,2,NULL,0,https://api.github.com/repos/lmd1993/zeppelin,0,0.00,0.00,8,8,2427
laesunk/zeppelin,46228780,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/laesunk/zeppelin,0,0.00,0.00,3,3,3284
wary/zeppelin,46398038,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/wary/zeppelin,32,0.82,0.82,7,7,3522
kosslab-kr/zeppelin,46438738,42949735,38843634,NULL,2,NULL,0,https://api.github.com/repos/kosslab-kr/zeppelin,16,0.50,0.44,16,20,2653
hunylee/zeppelin,46484700,46438738,38843634,NULL,3,NULL,0,https://api.github.com/repos/hunylee/zeppelin,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3137
yiming187/zeppelin,46823351,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/yiming187/zeppelin,3,1.00,1.00,0,0,3939
vectorijk/zeppelin,47813640,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/vectorijk/zeppelin,5,1.00,1.00,0,0,2672
hyonzin/zeppelin,47948175,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/hyonzin/zeppelin,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2709
kjhong/zeppelin,48320735,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/kjhong/zeppelin,2,1.00,1.00,0,0,2682
soralee/zeppelin,48533501,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/soralee/zeppelin,152,0.99,0.99,2,2,3459
luogankun/zeppelin,49095529,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/luogankun/zeppelin,0,0.00,0.00,8,9,2734
wwjiang007/zeppelin,49933462,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/wwjiang007/zeppelin,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,4110
Mleekko/zeppelin,50876113,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/Mleekko/zeppelin,0,0.00,0.00,3,3,2853
bitchelov/zeppelin,51330938,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/bitchelov/zeppelin,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3077
tgkprog/zeppelin,51544943,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/tgkprog/zeppelin,0,0.00,0.00,2,2,2810
marchpig/zeppelin,51591502,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/marchpig/zeppelin,8,1.00,1.00,0,0,2926
Altiscale/zeppelin,52187348,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/Altiscale/zeppelin,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,2848
elyland/zeppelin,52244166,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/elyland/zeppelin,2,0.40,0.40,3,3,2853
FireArrow/zeppelin,52656912,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/FireArrow/zeppelin,2,1.00,1.00,0,0,3319
HyukjinKwon/zeppelin,52711513,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/HyukjinKwon/zeppelin,4,1.00,1.00,0,0,4004
VipinRathor/zeppelin,53439144,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/VipinRathor/zeppelin,25,1.00,1.00,0,0,4110
woowabros/zeppelin,54108226,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/woowabros/zeppelin,4,0.01,0.01,277,307,3286
lichenglin/zeppelin,54183952,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/lichenglin/zeppelin,2,0.50,0.50,2,2,2951
Tagar/zeppelin,55280981,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/Tagar/zeppelin,1,0.25,0.25,3,3,3662
vboginskii/zeppelin,55718275,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/vboginskii/zeppelin,1,1.00,1.00,0,0,3064
char-com-ua/zeppelin,55858908,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/char-com-ua/zeppelin,8,0.62,0.33,5,16,3064
vistep/zeppelin,56375732,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/vistep/zeppelin,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3497
TinkoffCreditSystems/zeppelin,57280361,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/TinkoffCreditSystems/zeppelin,225,0.92,0.92,20,20,4040
tinkoff-dwh/zeppelin,57864972,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/tinkoff-dwh/zeppelin,272,1.00,1.00,0,0,3636
andreaTP/zeppelin,58597302,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/andreaTP/zeppelin,3,1.00,1.00,0,0,3137
dlukyanov/zeppelin,59694380,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/dlukyanov/zeppelin,14,0.93,0.93,1,1,3287
nokia/zeppelin,59939662,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/nokia/zeppelin,75,1.00,1.00,0,0,3838
MyHammer/zeppelin,60252313,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/MyHammer/zeppelin,1,1.00,1.00,0,0,3199
Nova-Boy/zeppelin,60694235,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/Nova-Boy/zeppelin,0,0.00,0.00,9,11,3288
sohaibiftikhar/zeppelin,63529186,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/sohaibiftikhar/zeppelin,2,1.00,1.00,0,0,3369
YuanGunGun/zeppelin,63805806,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/YuanGunGun/zeppelin,0,0.00,0.00,13,15,3393
malayhm/zeppelin,65067515,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/malayhm/zeppelin,36,1.00,1.00,0,0,4109
pravin-dsilva/zeppelin,65432135,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/pravin-dsilva/zeppelin,7,1.00,1.00,0,0,3362
lucilecoutouly/zeppelin,67650631,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/lucilecoutouly/zeppelin,0,0.00,0.00,20,20,3398
sanjaydasgupta/zeppelin,69975962,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/sanjaydasgupta/zeppelin,5,1.00,1.00,0,0,3895
Sdedelbrock/zeppelin,70983102,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/Sdedelbrock/zeppelin,1,1.00,1.00,0,0,3446
jinxliu/zeppelin,75724786,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/jinxliu/zeppelin,9,1.00,1.00,0,0,3574
coveord/zeppelin,76668565,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/coveord/zeppelin,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3514
mgaido91/zeppelin,78908108,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/mgaido91/zeppelin,4,1.00,1.00,0,0,3540
Gauravshah/zeppelin,80042447,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/Gauravshah/zeppelin,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,3555
wegtam/zeppelin,80517116,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/wegtam/zeppelin,3,1.00,1.00,0,0,4110
jithinchandranj/zeppelin,81093521,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/jithinchandranj/zeppelin,22,0.71,0.28,9,57,3622
liguohuicmss/zeppelin,81198178,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/liguohuicmss/zeppelin,9,0.64,0.64,5,5,3570
VigneshMohan1/zeppelin,81256889,80042447,38843634,NULL,2,NULL,0,https://api.github.com/repos/VigneshMohan1/zeppelin,8,1.00,1.00,0,0,3555
mohamagdy/zeppelin,81513650,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/mohamagdy/zeppelin,30,0.63,0.63,18,18,3587
miandreu/zeppelin,82963556,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/miandreu/zeppelin,2,0.50,0.50,2,2,3639
SkymindIO/zeppelin,83176535,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/SkymindIO/zeppelin,1,0.00,0.00,278,309,3288
shopkick/zeppelin,83455509,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/shopkick/zeppelin,0,0.00,0.00,1,1,3777
Trunkplatform/zeppelin,85478541,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/Trunkplatform/zeppelin,0,0.00,0.00,10,11,4119
karth295/zeppelin,86323914,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/karth295/zeppelin,3,0.60,0.60,2,2,3616
Savalek/zeppelin,87084988,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/Savalek/zeppelin,32,1.00,1.00,0,0,3999
jwagun/zeppelin,87393049,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/jwagun/zeppelin,3,1.00,0.02,0,131,3751
thienle2401/zeppelin,87475666,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/thienle2401/zeppelin,0,0.00,0.00,1,1,3727
fred521/zeppelin,92587915,38843634,38843634,NULL,1,NULL,0,https://api.github.com/repos/fred521/zeppelin,0,has not unique commit and parent pull request,has not unique commit and parent pull request,0,0,4110
